,,,,,
,,,,,
,,,,,
,,,,,
10,279.8,53,278.7,64,279.55
0,281.4,13,282,0,281.75
0,283.1,5,280.95,0,281.2
0,282.25,0,282.6,13,280.9
25,277.05,8,281.75,53,277.3
5,275.9,25,276.75,58,275.4
244,280.65,61,275.65,226,280.65
